Season,Name,Tm,IP,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
2019,Seunghwan Oh,COL,18.1,88,9.3273,29,1,0,19,19,6,6,0,0,16,0.353658536,0.397727272,0.585365853,0.41053499,18719
2019,Dillon Peters,LAA,16.1,69,3.8572,18,5,0,7,7,4,3,0,1,13,0.28125,0.318840579,0.546875,0.354464738,18790
2019,Miguel Del Pozo,LAA,9.1,45,10.6072,10,1,0,11,11,3,8,0,0,11,0.285714285,0.409090909,0.571428571,0.403984384,18792
2019,Drew Steckenrider,MIA,14.1,58,6.2791,9,0,0,10,10,6,5,0,1,14,0.173076923,0.258620689,0.519230769,0.317530063,18806
2019,Miguel Diaz,SDP,6.1,29,7.1053,9,3,1,5,5,1,1,0,2,4,0.346153846,0.413793103,0.653846153,0.438818019,18815
2019,Kyle Keller,MIA,10.2,46,3.375,5,0,0,4,4,3,8,0,2,11,0.138888888,0.326086956,0.388888888,0.315622742,18890
2019,Conner Menez,SFG,4.1,19,0,2,1,0,0,0,0,4,0,0,8,0.133333333,0.315789473,0.2,0.255129908,19199
2019,Jose Quijada,MIA,29.2,144,5.764,27,6,1,20,19,10,26,3,4,44,0.238938053,0.398601398,0.575221238,0.397672735,19200
2019,Dakota Hudson,STL,0.2,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.2300994,19206
2019,Cole Irvin,PHI,24,105,6,28,4,0,16,16,4,8,1,2,18,0.304347826,0.365384615,0.478260869,0.352306064,19244
2019,Seranthony Dominguez,PHI,24.2,110,4.0135,24,2,1,13,11,3,12,0,1,29,0.25,0.339449541,0.385416666,0.315933271,19249
2019,Gerson Bautista,SEA,7,35,10.2857,9,2,1,8,8,2,5,0,0,5,0.310344827,0.4,0.655172413,0.422038426,19256
2019,T.J. Zeuch,TOR,9.1,40,3.8572,8,3,0,5,4,0,5,0,0,9,0.228571428,0.325,0.314285714,0.286238438,19269
2019,Jacob Webb,ATL,32.1,131,1.3918,24,8,0,10,5,4,12,0,1,28,0.205128205,0.284615384,0.376068376,0.28407367,19274
2019,Edgar Garcia,PHI,39,172,5.7692,38,5,0,25,25,11,26,2,0,45,0.265734265,0.374269005,0.531468531,0.373472056,19276
2019,Kyle Dowdy,TEX,19.1,94,6.9828,22,4,0,17,15,3,15,1,1,15,0.293333333,0.40860215,0.466666666,0.370791395,19285
2019,Trevor Richards,2 Tms,12,51,0.75,9,1,0,3,1,1,5,0,0,12,0.2,0.28,0.288888888,0.253899214,19309
2019,Reggie McClain,SEA,18,78,5,16,4,0,10,10,2,10,0,0,11,0.235294117,0.333333333,0.382352941,0.312112973,19311
2019,Cal Quantrill,SDP,11.1,43,0.7941,6,0,0,1,1,0,4,1,0,11,0.153846153,0.232558139,0.153846153,0.173537024,19312
2019,Eric Lauer,SDP,1.1,5,0,2,0,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.347844028,19316
2019,Matt Festa,SEA,22.1,101,5.6418,20,5,2,15,14,5,12,1,2,21,0.240963855,0.343434343,0.530120481,0.35538394,19330
2019,Richard Lovelady,KCR,20,96,7.65,30,8,1,17,17,2,8,2,1,17,0.352941176,0.410526315,0.54117647,0.392741999,19337
2019,Hector Velazquez,BOS,34.1,151,4.4563,37,9,1,23,17,4,15,0,2,33,0.278195488,0.357615894,0.451127819,0.344576705,19341
2019,A.J. Puk,OAK,11.1,47,3.1765,10,1,0,4,4,1,5,0,0,13,0.238095238,0.319148936,0.333333333,0.288607889,19343
2019,Caleb Ferguson,LAD,40.1,183,4.9091,35,9,0,24,22,6,23,2,6,51,0.231788079,0.351648351,0.410596026,0.32661651,19349
2019,Corbin Burnes,MIL,31.1,145,7.7553,40,7,0,31,27,6,12,0,0,46,0.300751879,0.358620689,0.488721804,0.358047662,19361
2019,Tony Gonsolin,LAD,12,48,3,6,2,0,4,4,1,5,0,1,13,0.142857142,0.25,0.261904761,0.232341776,19388
2019,Colin Poche,TBR,51.2,207,4.7032,33,6,1,27,27,9,19,1,5,72,0.181318681,0.276699029,0.373626373,0.278486088,19403
2019,Shane Bieber,CLE,2,8,4.5,2,0,0,1,1,0,0,0,1,2,0.285714285,0.375,0.285714285,0.307304949,19427
2019,Patrick Sandoval,LAA,5,20,3.6,3,0,0,2,2,0,2,0,0,8,0.176470588,0.263157894,0.176470588,0.209969822,19447
2019,Shaun Anderson,SFG,13.1,59,6.075,14,4,0,9,9,1,7,1,0,15,0.269230769,0.355932203,0.403846153,0.323697849,19453
2019,Bryan Garcia,DET,6.2,33,12.1499,9,2,0,9,9,1,5,1,0,7,0.321428571,0.424242424,0.5,0.385991182,19457
2019,Jorge Alcala,MIN,1.2,7,0,1,0,0,0,0,0,1,0,0,1,0.166666666,0.285714285,0.166666666,0.222844039,19459
2019,Andrew Vasquez,MIN,0,3,27,0,0,0,3,3,0,2,0,1,0,0,1,0,0.699938615,19482
2019,Devin Smeltzer,MIN,18.1,76,3.4364,22,4,1,9,7,4,4,0,0,16,0.305555555,0.342105263,0.555555555,0.371314944,19487
2019,Mike Shawaryn,BOS,20.1,103,9.7377,26,6,0,22,22,5,13,0,5,29,0.309523809,0.427184466,0.559523809,0.413706664,19495
2019,Stephen Nogosek,NYM,6.2,34,10.7999,12,2,0,8,8,2,2,0,0,6,0.387096774,0.411764705,0.64516129,0.430878688,19545
2019,Jon Duplantier,ARI,23.2,106,3.4225,23,4,0,9,9,0,14,1,5,22,0.26744186,0.396226415,0.313953488,0.323421207,19546
2019,JD Hammer,PHI,19,81,3.7895,15,3,1,8,8,2,12,0,0,13,0.217391304,0.333333333,0.376811594,0.310717877,19548
2019,Geoff Hartlieb,PIT,35,171,9,52,10,2,35,35,8,18,0,0,38,0.351351351,0.411764705,0.608108108,0.417610851,19558
2019,David Bednar,SDP,11,48,6.5455,10,3,0,8,8,3,5,0,0,14,0.25,0.326086956,0.55,0.356489759,19569
2019,Sean Poppen,MIN,8.1,36,7.56,10,3,1,7,7,1,5,0,0,9,0.322580645,0.416666666,0.580645161,0.414391292,19583
2019,Cionel Perez,HOU,9,40,10,11,2,0,10,10,3,2,0,0,7,0.289473684,0.325,0.578947368,0.371254727,19614
2019,Jordan Hicks,STL,28.2,110,3.1395,16,3,0,10,10,2,11,0,1,31,0.163265306,0.254545454,0.25510204,0.23097522,19618
2019,Eduardo Jimenez,DET,10.2,49,5.9062,12,4,0,7,7,1,5,0,0,8,0.272727272,0.346938775,0.431818181,0.333570548,19642
2019,Kyle Wright,ATL,3,11,3,2,0,0,1,1,0,0,0,0,4,0.181818181,0.181818181,0.181818181,0.158110922,19665
2019,Gregory Soto,DET,34.1,162,3.932,43,10,0,17,15,3,21,1,0,29,0.304964539,0.395061728,0.439716312,0.359500133,19677
2019,Michael Brosseau,TBR,4,18,4.5,5,2,0,2,2,1,0,0,1,0,0.294117647,0.333333333,0.588235294,0.3795169,19683
2019,Dustin May,LAD,12.1,52,5.1081,12,1,0,7,7,1,2,0,3,15,0.255319148,0.326923076,0.340425531,0.295972205,19716
2019,Jonathan Loaisiga,NYY,19.2,81,3.2034,16,2,0,7,7,3,9,0,1,23,0.228571428,0.320987654,0.385714285,0.305549954,19753
2019,Yoshihisa Hirano,ARI,53,233,4.7547,51,9,0,31,28,7,22,2,3,61,0.248780487,0.327586206,0.395121951,0.308376957,19756
2019,David McKay,2 Tms,26.1,115,5.4684,20,5,0,17,16,3,17,1,1,34,0.206185567,0.330434782,0.350515463,0.299133684,19814
2019,Darwinzon Hernandez,BOS,27.1,129,3.9512,24,9,0,14,12,1,21,1,3,50,0.23076923,0.375,0.346153846,0.323052643,19848
2019,Michael King,NYY,2,9,0,2,0,0,1,0,0,0,0,0,1,0.222222222,0.222222222,0.222222222,0.193246682,19853
2019,Griffin Canning,LAA,2,12,22.5,5,0,0,5,5,1,1,0,0,2,0.454545454,0.5,0.727272727,0.509022693,19867
2019,Kevin Ginkel,ARI,24.1,96,1.4795,15,3,0,7,4,2,9,0,0,28,0.174418604,0.252631578,0.279069767,0.236187877,19876
2019,Jose Suarez,LAA,14,68,8.3571,20,6,0,13,13,4,7,0,1,12,0.333333333,0.411764705,0.633333333,0.430963753,19911
2019,Jesus Luzardo,OAK,12,46,1.5,5,2,0,2,2,1,3,0,1,16,0.119047619,0.195652173,0.238095238,0.193526061,19959
2019,Jeremy Walker,ATL,9.1,38,1.9286,9,3,0,2,2,0,4,0,0,6,0.264705882,0.342105263,0.352941176,0.306022352,19981
2019,Bryse Wilson,ATL,2.1,11,7.7144,4,3,0,2,2,1,0,0,0,1,0.363636363,0.363636363,0.909090909,0.50813909,19990
2019,Joel Kuhnel,CIN,9.2,42,4.6552,8,1,0,5,5,1,5,0,0,9,0.216216216,0.309523809,0.324324324,0.281555968,19995
2019,John Schreiber,DET,13,59,6.2308,16,1,0,9,9,3,4,0,1,19,0.296296296,0.355932203,0.481481481,0.355101694,20020
2019,Rico Garcia,COL,1,5,9,2,1,0,1,1,0,0,0,0,0,0.4,0.4,0.6,0.417255092,20023
2019,Phillip Diehl,COL,7.1,35,7.3637,10,5,0,6,6,1,2,0,1,8,0.3125,0.371428571,0.5625,0.38860334,20030
2019,Adrian Morejon,SDP,4,22,13.5,10,3,0,6,6,1,0,0,0,6,0.454545454,0.454545454,0.727272727,0.491235928,20039
2019,Ronald Bolanos,SDP,5,20,3.6,4,2,0,2,2,1,1,0,0,6,0.210526315,0.25,0.47368421,0.296638644,20041
2019,Michel Baez,SDP,27.2,124,3.253,25,7,0,10,10,3,13,2,3,24,0.235849056,0.333333333,0.386792452,0.306862387,20100
2019,James Karinchak,CLE,5.1,22,1.6875,3,1,0,1,1,0,1,0,0,8,0.15,0.181818181,0.2,0.165735624,20151
2019,Brendan McKay,TBR,2.1,10,0,2,0,0,0,0,0,1,0,0,3,0.222222222,0.3,0.222222222,0.242951834,20186
2019,Yennsy Diaz,TOR,0.2,7,26.9987,1,0,0,2,2,0,4,0,0,0,0.333333333,0.714285714,0.333333333,0.518686124,20218
2019,Brusdar Graterol,MIN,9.2,40,4.6552,10,1,0,5,5,1,2,1,1,10,0.277777777,0.325,0.388888888,0.295451216,20367
2019,Andres Munoz,SDP,23,97,3.913,16,6,0,10,10,2,11,0,0,30,0.188235294,0.28125,0.329411764,0.268012716,20373
2019,Anthony Kay,TOR,4,18,4.5,4,1,0,2,2,0,1,0,0,3,0.235294117,0.277777777,0.294117647,0.250877433,20387
2019,Nick Margevicius,SDP,3.2,19,12.2726,6,3,0,5,5,0,2,0,0,4,0.352941176,0.421052631,0.529411764,0.402074883,20395
2019,Huascar Ynoa,ATL,3,16,18,6,2,0,6,6,1,1,0,0,3,0.4,0.4375,0.733333333,0.479499564,20468
2019,Elvis Luciano,TOR,33.2,159,5.3465,36,11,0,20,20,4,24,1,3,27,0.27480916,0.396226415,0.450381679,0.363530272,20632
2019,Emmanuel Clase,TEX,22.1,89,2.4179,19,5,1,8,6,2,4,0,1,21,0.226190476,0.269662921,0.38095238,0.275702616,21032
2019,Randy Dobnak,MIN,9,41,1,14,1,0,3,1,1,0,0,0,7,0.341463414,0.341463414,0.43902439,0.33150049,23798
